Image ID,Path,Breed Name,Coat Length,Personality
Balinese_01,Data/Sadia\Balinese\Balinese_01.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_02,Data/Sadia\Balinese\Balinese_02.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_03,Data/Sadia\Balinese\Balinese_03.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_04,Data/Sadia\Balinese\Balinese_04.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_05,Data/Sadia\Balinese\Balinese_05.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_06,Data/Sadia\Balinese\Balinese_06.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_07,Data/Sadia\Balinese\Balinese_07.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_08,Data/Sadia\Balinese\Balinese_08.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_09,Data/Sadia\Balinese\Balinese_09.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_10,Data/Sadia\Balinese\Balinese_10.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_11,Data/Sadia\Balinese\Balinese_11.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_12,Data/Sadia\Balinese\Balinese_12.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_13,Data/Sadia\Balinese\Balinese_13.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_14,Data/Sadia\Balinese\Balinese_14.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_15,Data/Sadia\Balinese\Balinese_15.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_16,Data/Sadia\Balinese\Balinese_16.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_17,Data/Sadia\Balinese\Balinese_17.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Bengal_01,Data/Sadia\Bengal\Bengal_01.jpg,Bengal,Shorthair,Curious and athletic
Bengal_02,Data/Sadia\Bengal\Bengal_02.jpg,Bengal,Shorthair,Curious and athletic
Bengal_03,Data/Sadia\Bengal\Bengal_03.jpg,Bengal,Shorthair,Curious and athletic
Bengal_04,Data/Sadia\Bengal\Bengal_04.jpg,Bengal,Shorthair,Curious and athletic
Bengal_05,Data/Sadia\Bengal\Bengal_05.jpg,Bengal,Shorthair,Curious and athletic
Bengal_06,Data/Sadia\Bengal\Bengal_06.jpg,Bengal,Shorthair,Curious and athletic
Bengal_07,Data/Sadia\Bengal\Bengal_07.jpg,Bengal,Shorthair,Curious and athletic
Bengal_08,Data/Sadia\Bengal\Bengal_08.jpg,Bengal,Shorthair,Curious and athletic
Bengal_09,Data/Sadia\Bengal\Bengal_09.jpg,Bengal,Shorthair,Curious and athletic
Bengal_10,Data/Sadia\Bengal\Bengal_10.jpg,Bengal,Shorthair,Curious and athletic
Bengal_11,Data/Sadia\Bengal\Bengal_11.jpg,Bengal,Shorthair,Curious and athletic
Bengal_12,Data/Sadia\Bengal\Bengal_12.jpg,Bengal,Shorthair,Curious and athletic
Bengal_13,Data/Sadia\Bengal\Bengal_13.jpg,Bengal,Shorthair,Curious and athletic
Bengal_14,Data/Sadia\Bengal\Bengal_14.jpg,Bengal,Shorthair,Curious and athletic
Bengal_15,Data/Sadia\Bengal\Bengal_15.jpg,Bengal,Shorthair,Curious and athletic
Bengal_16,Data/Sadia\Bengal\Bengal_16.jpg,Bengal,Shorthair,Curious and athletic
Bengal_17,Data/Sadia\Bengal\Bengal_17.jpg,Bengal,Shorthair,Curious and athletic
Birman_01,Data/Sadia\Birman\Birman_01.jpg,Birman,Longhair,Sweet and affectionate
Birman_02,Data/Sadia\Birman\Birman_02.jpg,Birman,Longhair,Sweet and affectionate
Birman_03,Data/Sadia\Birman\Birman_03.jpg,Birman,Longhair,Sweet and affectionate
Birman_04,Data/Sadia\Birman\Birman_04.jpg,Birman,Longhair,Sweet and affectionate
Birman_05,Data/Sadia\Birman\Birman_05.jpg,Birman,Longhair,Sweet and affectionate
Birman_06,Data/Sadia\Birman\Birman_06.jpg,Birman,Longhair,Sweet and affectionate
Birman_07,Data/Sadia\Birman\Birman_07.jpg,Birman,Longhair,Sweet and affectionate
Birman_08,Data/Sadia\Birman\Birman_08.jpg,Birman,Longhair,Sweet and affectionate
Birman_09,Data/Sadia\Birman\Birman_09.jpg,Birman,Longhair,Sweet and affectionate
Birman_10,Data/Sadia\Birman\Birman_10.jpg,Birman,Longhair,Sweet and affectionate
Birman_11,Data/Sadia\Birman\Birman_11.jpg,Birman,Longhair,Sweet and affectionate
Birman_12,Data/Sadia\Birman\Birman_12.jpg,Birman,Longhair,Sweet and affectionate
Birman_13,Data/Sadia\Birman\Birman_13.jpg,Birman,Longhair,Sweet and affectionate
Birman_14,Data/Sadia\Birman\Birman_14.jpg,Birman,Longhair,Sweet and affectionate
Birman_15,Data/Sadia\Birman\Birman_15.jpg,Birman,Longhair,Sweet and affectionate
Birman_16,Data/Sadia\Birman\Birman_16.jpg,Birman,Longhair,Sweet and affectionate
Birman_17,Data/Sadia\Birman\Birman_17.jpg,Birman,Longhair,Sweet and affectionate
British_shorthair_01,Data/Sadia\British Shorthair\British_shorthair_01.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_02,Data/Sadia\British Shorthair\British_shorthair_02.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_03,Data/Sadia\British Shorthair\British_shorthair_03.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_04,Data/Sadia\British Shorthair\British_shorthair_04.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_05,Data/Sadia\British Shorthair\British_shorthair_05.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_06,Data/Sadia\British Shorthair\British_shorthair_06.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_07,Data/Sadia\British Shorthair\British_shorthair_07.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_08,Data/Sadia\British Shorthair\British_shorthair_08.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_09,Data/Sadia\British Shorthair\British_shorthair_09.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_10,Data/Sadia\British Shorthair\British_shorthair_10.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_11,Data/Sadia\British Shorthair\British_shorthair_11.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_12,Data/Sadia\British Shorthair\British_shorthair_12.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_13,Data/Sadia\British Shorthair\British_shorthair_13.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_14,Data/Sadia\British Shorthair\British_shorthair_14.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_15,Data/Sadia\British Shorthair\British_shorthair_15.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_16,Data/Sadia\British Shorthair\British_shorthair_16.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_17,Data/Sadia\British Shorthair\British_shorthair_17.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
Burmese_01,Data/Sadia\Burmese\Burmese_01.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_02,Data/Sadia\Burmese\Burmese_02.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_03,Data/Sadia\Burmese\Burmese_03.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_04,Data/Sadia\Burmese\Burmese_04.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_05,Data/Sadia\Burmese\Burmese_05.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_06,Data/Sadia\Burmese\Burmese_06.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_07,Data/Sadia\Burmese\Burmese_07.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_08,Data/Sadia\Burmese\Burmese_08.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_09,Data/Sadia\Burmese\Burmese_09.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_10,Data/Sadia\Burmese\Burmese_10.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_11,Data/Sadia\Burmese\Burmese_11.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_12,Data/Sadia\Burmese\Burmese_12.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_13,Data/Sadia\Burmese\Burmese_13.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_14,Data/Sadia\Burmese\Burmese_14.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_15,Data/Sadia\Burmese\Burmese_15.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_16,Data/Sadia\Burmese\Burmese_16.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_17,Data/Sadia\Burmese\Burmese_17.jpg,Burmese,Shorthair,"People oriented, affectionate"
Cornish_Rex_10,Data/Sadia\Cornish Rex\Cornish_Rex_10.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_11,Data/Sadia\Cornish Rex\Cornish_Rex_11.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_13,Data/Sadia\Cornish Rex\Cornish_Rex_13.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_14,Data/Sadia\Cornish Rex\Cornish_Rex_14.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_15,Data/Sadia\Cornish Rex\Cornish_Rex_15.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_16,Data/Sadia\Cornish Rex\Cornish_Rex_16.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_17,Data/Sadia\Cornish Rex\Cornish_Rex_17.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_18,Data/Sadia\Cornish Rex\Cornish_Rex_18.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_19,Data/Sadia\Cornish Rex\Cornish_Rex_19.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_20,Data/Sadia\Cornish Rex\Cornish_Rex_20.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_21,Data/Sadia\Cornish Rex\Cornish_Rex_21.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_22,Data/Sadia\Cornish Rex\Cornish_Rex_22.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_23,Data/Sadia\Cornish Rex\Cornish_Rex_23.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_25,Data/Sadia\Cornish Rex\Cornish_Rex_25.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_26,Data/Sadia\Cornish Rex\Cornish_Rex_26.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_27,Data/Sadia\Cornish Rex\Cornish_Rex_27.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_28,Data/Sadia\Cornish Rex\Cornish_Rex_28.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_29,Data/Sadia\Cornish Rex\Cornish_Rex_29.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_30,Data/Sadia\Cornish Rex\Cornish_Rex_30.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_31,Data/Sadia\Cornish Rex\Cornish_Rex_31.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Devon_Rex_10,Data/Sadia\Devon Rex\Devon_Rex_10.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_11,Data/Sadia\Devon Rex\Devon_Rex_11.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_12,Data/Sadia\Devon Rex\Devon_Rex_12.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_13,Data/Sadia\Devon Rex\Devon_Rex_13.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_14,Data/Sadia\Devon Rex\Devon_Rex_14.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_15,Data/Sadia\Devon Rex\Devon_Rex_15.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_16,Data/Sadia\Devon Rex\Devon_Rex_16.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_17,Data/Sadia\Devon Rex\Devon_Rex_17.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_18,Data/Sadia\Devon Rex\Devon_Rex_18.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_19,Data/Sadia\Devon Rex\Devon_Rex_19.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_20,Data/Sadia\Devon Rex\Devon_Rex_20.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_21,Data/Sadia\Devon Rex\Devon_Rex_21.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_23,Data/Sadia\Devon Rex\Devon_Rex_23.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_24,Data/Sadia\Devon Rex\Devon_Rex_24.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_25,Data/Sadia\Devon Rex\Devon_Rex_25.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_26,Data/Sadia\Devon Rex\Devon_Rex_26.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_27,Data/Sadia\Devon Rex\Devon_Rex_27.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_28,Data/Sadia\Devon Rex\Devon_Rex_28.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_29,Data/Sadia\Devon Rex\Devon_Rex_29.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_30,Data/Sadia\Devon Rex\Devon_Rex_30.jpg,Devon Rex,Shorthair,Pixie like and personality
Egyptian_Mau_10,Data/Sadia\Egyptian Mau\Egyptian_Mau_10.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_11,Data/Sadia\Egyptian Mau\Egyptian_Mau_11.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_12,Data/Sadia\Egyptian Mau\Egyptian_Mau_12.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_13,Data/Sadia\Egyptian Mau\Egyptian_Mau_13.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_14,Data/Sadia\Egyptian Mau\Egyptian_Mau_14.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_15,Data/Sadia\Egyptian Mau\Egyptian_Mau_15.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_16,Data/Sadia\Egyptian Mau\Egyptian_Mau_16.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_17,Data/Sadia\Egyptian Mau\Egyptian_Mau_17.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_18,Data/Sadia\Egyptian Mau\Egyptian_Mau_18.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_19,Data/Sadia\Egyptian Mau\Egyptian_Mau_19.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_20,Data/Sadia\Egyptian Mau\Egyptian_Mau_20.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_21,Data/Sadia\Egyptian Mau\Egyptian_Mau_21.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_22,Data/Sadia\Egyptian Mau\Egyptian_Mau_22.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_23,Data/Sadia\Egyptian Mau\Egyptian_Mau_23.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_24,Data/Sadia\Egyptian Mau\Egyptian_Mau_24.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_25,Data/Sadia\Egyptian Mau\Egyptian_Mau_25.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_26,Data/Sadia\Egyptian Mau\Egyptian_Mau_26.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_28,Data/Sadia\Egyptian Mau\Egyptian_Mau_28.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_29,Data/Sadia\Egyptian Mau\Egyptian_Mau_29.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_30,Data/Sadia\Egyptian Mau\Egyptian_Mau_30.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_31,Data/Sadia\Egyptian Mau\Egyptian_Mau_31.jpg,Egyptian Mau,Shorthair,Athletic and active
Exotic_10,Data/Sadia\Exotic\Exotic_10.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_11,Data/Sadia\Exotic\Exotic_11.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_12,Data/Sadia\Exotic\Exotic_12.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_13,Data/Sadia\Exotic\Exotic_13.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_14,Data/Sadia\Exotic\Exotic_14.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_15,Data/Sadia\Exotic\Exotic_15.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_16,Data/Sadia\Exotic\Exotic_16.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_17,Data/Sadia\Exotic\Exotic_17.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_18,Data/Sadia\Exotic\Exotic_18.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_19,Data/Sadia\Exotic\Exotic_19.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_20,Data/Sadia\Exotic\Exotic_20.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_21,Data/Sadia\Exotic\Exotic_21.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_22,Data/Sadia\Exotic\Exotic_22.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_23,Data/Sadia\Exotic\Exotic_23.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_24,Data/Sadia\Exotic\Exotic_24.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_25,Data/Sadia\Exotic\Exotic_25.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_26,Data/Sadia\Exotic\Exotic_26.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_27,Data/Sadia\Exotic\Exotic_27.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_28,Data/Sadia\Exotic\Exotic_28.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Japanese_Bobtail_10,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_10.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_11,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_11.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_12,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_12.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_13,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_13.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_14,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_14.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_15,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_15.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_16,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_16.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_17,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_17.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_18,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_18.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_19,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_19.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_20,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_20.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_21,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_21.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_22,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_22.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_23,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_23.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_24,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_24.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_25,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_25.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_26,Data/Sadia\Japanese Bobtail\Japanese_Bobtail_26.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Maine_Coon_Cat_10,Data/Sadia\Maine Coon Cat\Maine_Coon_Cat_10.jpg,Maine Coon Cat,Longhair,"Gentle, easy going yet active"
Maine_Coon_Cat_11,Data/Sadia\Maine Coon Cat\Maine_Coon_Cat_11.jpg,Maine Coon Cat,Longhair,"Gentle, easy going yet active"
Maine_Coon_Cat_12,Data/Sadia\Maine Coon Cat\Maine_Coon_Cat_12.jpg,Maine Coon Cat,Longhair,"Gentle, easy going yet active"
Maine_Coon_Cat_13,Data/Sadia\Maine Coon Cat\Maine_Coon_Cat_13.jpg,Maine Coon Cat,Longhair,"Gentle, easy going yet active"
Maine_Coon_Cat_14,Data/Sadia\Maine Coon Cat\Maine_Coon_Cat_14.jpg,Maine Coon Cat,Longhair,"Gentle, easy going yet active"
Maine_Coon_Cat_15,Data/Sadia\Maine Coon Cat\Maine_Coon_Cat_15.jpg,Maine Coon Cat,Longhair,"Gentle, easy going yet active"
Maine_Coon_Cat_16,Data/Sadia\Maine Coon Cat\Maine_Coon_Cat_16.jpg,Maine Coon Cat,Longhair,"Gentle, easy going yet active"
