Image ID,Path,Breed Name,Coat Length,Personality
British_shorthair_45,Data/Abhi\British Shorthair\British_shorthair_45.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_46,Data/Abhi\British Shorthair\British_shorthair_46.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_47,Data/Abhi\British Shorthair\British_shorthair_47.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_48,Data/Abhi\British Shorthair\British_shorthair_48.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_49,Data/Abhi\British Shorthair\British_shorthair_49.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_50,Data/Abhi\British Shorthair\British_shorthair_50.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_51,Data/Abhi\British Shorthair\British_shorthair_51.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
British_shorthair_52,Data/Abhi\British Shorthair\British_shorthair_52.jpg,British Shorthair,Shorthair,Calm and quiet; enjoy people
Burmese_35,Data/Abhi\Burmese\Burmese_35.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_36,Data/Abhi\Burmese\Burmese_36.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_37,Data/Abhi\Burmese\Burmese_37.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_38,Data/Abhi\Burmese\Burmese_38.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_39,Data/Abhi\Burmese\Burmese_39.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_40,Data/Abhi\Burmese\Burmese_40.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_41,Data/Abhi\Burmese\Burmese_41.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_42,Data/Abhi\Burmese\Burmese_42.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_43,Data/Abhi\Burmese\Burmese_43.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_44,Data/Abhi\Burmese\Burmese_44.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_45,Data/Abhi\Burmese\Burmese_45.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_46,Data/Abhi\Burmese\Burmese_46.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_47,Data/Abhi\Burmese\Burmese_47.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_48,Data/Abhi\Burmese\Burmese_48.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_49,Data/Abhi\Burmese\Burmese_49.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_50,Data/Abhi\Burmese\Burmese_50.jpg,Burmese,Shorthair,"People oriented, affectionate"
Burmese_51,Data/Abhi\Burmese\Burmese_51.jpg,Burmese,Shorthair,"People oriented, affectionate"
Cornish_Rex_52,Data/Abhi\Cornish Rex\Cornish_Rex_52.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_53,Data/Abhi\Cornish Rex\Cornish_Rex_53.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_54,Data/Abhi\Cornish Rex\Cornish_Rex_54.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_55,Data/Abhi\Cornish Rex\Cornish_Rex_55.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_56,Data/Abhi\Cornish Rex\Cornish_Rex_56.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_57,Data/Abhi\Cornish Rex\Cornish_Rex_57.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_58,Data/Abhi\Cornish Rex\Cornish_Rex_58.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_59,Data/Abhi\Cornish Rex\Cornish_Rex_59.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_60,Data/Abhi\Cornish Rex\Cornish_Rex_60.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_61,Data/Abhi\Cornish Rex\Cornish_Rex_61.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_62,Data/Abhi\Cornish Rex\Cornish_Rex_62.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_63,Data/Abhi\Cornish Rex\Cornish_Rex_63.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_64,Data/Abhi\Cornish Rex\Cornish_Rex_64.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_65,Data/Abhi\Cornish Rex\Cornish_Rex_65.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_66,Data/Abhi\Cornish Rex\Cornish_Rex_66.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_67,Data/Abhi\Cornish Rex\Cornish_Rex_67.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_68,Data/Abhi\Cornish Rex\Cornish_Rex_68.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_69,Data/Abhi\Cornish Rex\Cornish_Rex_69.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_7,Data/Abhi\Cornish Rex\Cornish_Rex_7.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_70,Data/Abhi\Cornish Rex\Cornish_Rex_70.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_8,Data/Abhi\Cornish Rex\Cornish_Rex_8.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Cornish_Rex_9,Data/Abhi\Cornish Rex\Cornish_Rex_9.jpg,Cornish Rex,Shorthair,"Active, racy, affectionate"
Devon_Rex_51,Data/Abhi\Devon Rex\Devon_Rex_51.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_52,Data/Abhi\Devon Rex\Devon_Rex_52.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_55,Data/Abhi\Devon Rex\Devon_Rex_55.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_56,Data/Abhi\Devon Rex\Devon_Rex_56.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_57,Data/Abhi\Devon Rex\Devon_Rex_57.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_58,Data/Abhi\Devon Rex\Devon_Rex_58.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_59,Data/Abhi\Devon Rex\Devon_Rex_59.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_60,Data/Abhi\Devon Rex\Devon_Rex_60.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_61,Data/Abhi\Devon Rex\Devon_Rex_61.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_62,Data/Abhi\Devon Rex\Devon_Rex_62.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_63,Data/Abhi\Devon Rex\Devon_Rex_63.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_64,Data/Abhi\Devon Rex\Devon_Rex_64.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_65,Data/Abhi\Devon Rex\Devon_Rex_65.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_67,Data/Abhi\Devon Rex\Devon_Rex_67.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_68,Data/Abhi\Devon Rex\Devon_Rex_68.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_69,Data/Abhi\Devon Rex\Devon_Rex_69.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_7,Data/Abhi\Devon Rex\Devon_Rex_7.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_70,Data/Abhi\Devon Rex\Devon_Rex_70.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_8,Data/Abhi\Devon Rex\Devon_Rex_8.jpg,Devon Rex,Shorthair,Pixie like and personality
Devon_Rex_9,Data/Abhi\Devon Rex\Devon_Rex_9.jpg,Devon Rex,Shorthair,Pixie like and personality
Egyptian_Mau_53,Data/Abhi\Egyptian Mau\Egyptian_Mau_53.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_54,Data/Abhi\Egyptian Mau\Egyptian_Mau_54.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_55,Data/Abhi\Egyptian Mau\Egyptian_Mau_55.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_56,Data/Abhi\Egyptian Mau\Egyptian_Mau_56.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_57,Data/Abhi\Egyptian Mau\Egyptian_Mau_57.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_58,Data/Abhi\Egyptian Mau\Egyptian_Mau_58.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_59,Data/Abhi\Egyptian Mau\Egyptian_Mau_59.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_60,Data/Abhi\Egyptian Mau\Egyptian_Mau_60.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_61,Data/Abhi\Egyptian Mau\Egyptian_Mau_61.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_62,Data/Abhi\Egyptian Mau\Egyptian_Mau_62.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_63,Data/Abhi\Egyptian Mau\Egyptian_Mau_63.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_64,Data/Abhi\Egyptian Mau\Egyptian_Mau_64.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_65,Data/Abhi\Egyptian Mau\Egyptian_Mau_65.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_66,Data/Abhi\Egyptian Mau\Egyptian_Mau_66.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_67,Data/Abhi\Egyptian Mau\Egyptian_Mau_67.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_68,Data/Abhi\Egyptian Mau\Egyptian_Mau_68.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_69,Data/Abhi\Egyptian Mau\Egyptian_Mau_69.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_7,Data/Abhi\Egyptian Mau\Egyptian_Mau_7.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_70,Data/Abhi\Egyptian Mau\Egyptian_Mau_70.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_8,Data/Abhi\Egyptian Mau\Egyptian_Mau_8.jpg,Egyptian Mau,Shorthair,Athletic and active
Egyptian_Mau_9,Data/Abhi\Egyptian Mau\Egyptian_Mau_9.jpg,Egyptian Mau,Shorthair,Athletic and active
Exotic_52,Data/Abhi\Exotic\Exotic_52.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_53,Data/Abhi\Exotic\Exotic_53.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_54,Data/Abhi\Exotic\Exotic_54.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_55,Data/Abhi\Exotic\Exotic_55.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_56,Data/Abhi\Exotic\Exotic_56.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_57,Data/Abhi\Exotic\Exotic_57.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_59,Data/Abhi\Exotic\Exotic_59.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_60,Data/Abhi\Exotic\Exotic_60.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_62,Data/Abhi\Exotic\Exotic_62.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_63,Data/Abhi\Exotic\Exotic_63.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_64,Data/Abhi\Exotic\Exotic_64.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_65,Data/Abhi\Exotic\Exotic_65.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_66,Data/Abhi\Exotic\Exotic_66.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_67,Data/Abhi\Exotic\Exotic_67.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_68,Data/Abhi\Exotic\Exotic_68.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_69,Data/Abhi\Exotic\Exotic_69.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_7,Data/Abhi\Exotic\Exotic_7.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_70,Data/Abhi\Exotic\Exotic_70.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_8,Data/Abhi\Exotic\Exotic_8.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Exotic_9,Data/Abhi\Exotic\Exotic_9.jpg,Exotic,Longhair and Shorthair,"Sweet, affectionate, quiet"
Japanese_Bobtail_45,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_45.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_46,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_46.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_47,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_47.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_48,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_48.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_49,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_49.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_50,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_50.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_51,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_51.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_52,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_52.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_53,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_53.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_54,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_54.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_55,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_55.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_56,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_56.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_57,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_57.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_58,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_58.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_59,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_59.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_60,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_60.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_7,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_7.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_8,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_8.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
Japanese_Bobtail_9,Data/Abhi\Japanese Bobtail\Japanese_Bobtail_9.jpg,Japanese Bobtail,Longhair and Shorthair,"Active, intelligent, and affectionate"
