Image ID,Path,Breed Name,Coat Length,Personality
Abyssinian_14,All_Breeds_Dataset/Abyssinian_images\Abyssinian_14.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_15,All_Breeds_Dataset/Abyssinian_images\Abyssinian_15.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_16,All_Breeds_Dataset/Abyssinian_images\Abyssinian_16.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_17,All_Breeds_Dataset/Abyssinian_images\Abyssinian_17.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_18,All_Breeds_Dataset/Abyssinian_images\Abyssinian_18.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_19,All_Breeds_Dataset/Abyssinian_images\Abyssinian_19.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_20,All_Breeds_Dataset/Abyssinian_images\Abyssinian_20.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_21,All_Breeds_Dataset/Abyssinian_images\Abyssinian_21.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_22,All_Breeds_Dataset/Abyssinian_images\Abyssinian_22.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_23,All_Breeds_Dataset/Abyssinian_images\Abyssinian_23.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_24,All_Breeds_Dataset/Abyssinian_images\Abyssinian_24.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_25,All_Breeds_Dataset/Abyssinian_images\Abyssinian_25.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_26,All_Breeds_Dataset/Abyssinian_images\Abyssinian_26.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_27,All_Breeds_Dataset/Abyssinian_images\Abyssinian_27.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_28,All_Breeds_Dataset/Abyssinian_images\Abyssinian_28.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_29,All_Breeds_Dataset/Abyssinian_images\Abyssinian_29.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_30,All_Breeds_Dataset/Abyssinian_images\Abyssinian_30.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_31,All_Breeds_Dataset/Abyssinian_images\Abyssinian_31.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_32,All_Breeds_Dataset/Abyssinian_images\Abyssinian_32.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_33,All_Breeds_Dataset/Abyssinian_images\Abyssinian_33.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_34,All_Breeds_Dataset/Abyssinian_images\Abyssinian_34.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_35,All_Breeds_Dataset/Abyssinian_images\Abyssinian_35.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_36,All_Breeds_Dataset/Abyssinian_images\Abyssinian_36.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_37,All_Breeds_Dataset/Abyssinian_images\Abyssinian_37.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_38,All_Breeds_Dataset/Abyssinian_images\Abyssinian_38.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_39,All_Breeds_Dataset/Abyssinian_images\Abyssinian_39.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_40,All_Breeds_Dataset/Abyssinian_images\Abyssinian_40.jpg,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_41,All_Breeds_Dataset/Abyssinian_images\Abyssinian_41.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_42,All_Breeds_Dataset/Abyssinian_images\Abyssinian_42.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_43,All_Breeds_Dataset/Abyssinian_images\Abyssinian_43.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_44,All_Breeds_Dataset/Abyssinian_images\Abyssinian_44.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_45,All_Breeds_Dataset/Abyssinian_images\Abyssinian_45.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_46,All_Breeds_Dataset/Abyssinian_images\Abyssinian_46.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_47,All_Breeds_Dataset/Abyssinian_images\Abyssinian_47.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_48,All_Breeds_Dataset/Abyssinian_images\Abyssinian_48.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_49,All_Breeds_Dataset/Abyssinian_images\Abyssinian_49.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_50,All_Breeds_Dataset/Abyssinian_images\Abyssinian_50.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
Abyssinian_51,All_Breeds_Dataset/Abyssinian_images\Abyssinian_51.png,Abyssinian,ShortHair,"Busy, active, agenda-driven and affectionate"
American_shorthair_01,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_01.png,American Shorthair,Shorthair,Even temperament
American_shorthair_02,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_02.png,American Shorthair,Shorthair,Even temperament
American_shorthair_03,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_03.png,American Shorthair,Shorthair,Even temperament
American_shorthair_04,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_04.png,American Shorthair,Shorthair,Even temperament
American_shorthair_05,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_05.png,American Shorthair,Shorthair,Even temperament
American_shorthair_06,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_06.png,American Shorthair,Shorthair,Even temperament
American_shorthair_07,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_07.png,American Shorthair,Shorthair,Even temperament
American_shorthair_08,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_08.png,American Shorthair,Shorthair,Even temperament
American_shorthair_09,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_09.png,American Shorthair,Shorthair,Even temperament
American_shorthair_10,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_10.png,American Shorthair,Shorthair,Even temperament
American_shorthair_11,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_11.png,American Shorthair,Shorthair,Even temperament
American_shorthair_12,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_12.png,American Shorthair,Shorthair,Even temperament
American_shorthair_13,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_13.png,American Shorthair,Shorthair,Even temperament
American_shorthair_14,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_14.png,American Shorthair,Shorthair,Even temperament
American_shorthair_15,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_15.png,American Shorthair,Shorthair,Even temperament
American_shorthair_16,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_16.png,American Shorthair,Shorthair,Even temperament
American_shorthair_17,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_17.png,American Shorthair,Shorthair,Even temperament
American_shorthair_18,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_18.png,American Shorthair,Shorthair,Even temperament
American_shorthair_19,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_19.png,American Shorthair,Shorthair,Even temperament
American_shorthair_20,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_20.png,American Shorthair,Shorthair,Even temperament
American_shorthair_21,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_21.png,American Shorthair,Shorthair,Even temperament
American_shorthair_22,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_22.png,American Shorthair,Shorthair,Even temperament
American_shorthair_23,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_23.png,American Shorthair,Shorthair,Even temperament
American_shorthair_24,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_24.png,American Shorthair,Shorthair,Even temperament
American_shorthair_25,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_25.png,American Shorthair,Shorthair,Even temperament
American_shorthair_26,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_26.png,American Shorthair,Shorthair,Even temperament
American_shorthair_27,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_27.png,American Shorthair,Shorthair,Even temperament
American_shorthair_28,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_28.png,American Shorthair,Shorthair,Even temperament
American_shorthair_29,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_29.png,American Shorthair,Shorthair,Even temperament
American_shorthair_30,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_30.png,American Shorthair,Shorthair,Even temperament
American_shorthair_31,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_31.png,American Shorthair,Shorthair,Even temperament
American_shorthair_32,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_32.png,American Shorthair,Shorthair,Even temperament
American_shorthair_33,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_33.png,American Shorthair,Shorthair,Even temperament
American_shorthair_34,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_34.png,American Shorthair,Shorthair,Even temperament
American_shorthair_35,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_35.jpg,American Shorthair,Shorthair,Even temperament
American_shorthair_36,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_36.jpg,American Shorthair,Shorthair,Even temperament
American_shorthair_37,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_37.jpg,American Shorthair,Shorthair,Even temperament
American_shorthair_38,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_38.jpg,American Shorthair,Shorthair,Even temperament
American_shorthair_39,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_39.jpg,American Shorthair,Shorthair,Even temperament
American_shorthair_40,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_40.jpg,American Shorthair,Shorthair,Even temperament
American_shorthair_41,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_41.png,American Shorthair,Shorthair,Even temperament
American_shorthair_42,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_42.png,American Shorthair,Shorthair,Even temperament
American_shorthair_43,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_43.png,American Shorthair,Shorthair,Even temperament
American_shorthair_44,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_44.png,American Shorthair,Shorthair,Even temperament
American_shorthair_45,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_45.png,American Shorthair,Shorthair,Even temperament
American_shorthair_46,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_46.png,American Shorthair,Shorthair,Even temperament
American_shorthair_47,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_47.png,American Shorthair,Shorthair,Even temperament
American_shorthair_48,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_48.png,American Shorthair,Shorthair,Even temperament
American_shorthair_49,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_49.png,American Shorthair,Shorthair,Even temperament
American_shorthair_50,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_50.png,American Shorthair,Shorthair,Even temperament
American_shorthair_51,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_51.jpg,American Shorthair,Shorthair,Even temperament
American_shorthair_52,All_Breeds_Dataset/American_Shorthair_images\American_shorthair_52.png,American Shorthair,Shorthair,Even temperament
Balinese_01,All_Breeds_Dataset/Balinese_images\Balinese_01.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_02,All_Breeds_Dataset/Balinese_images\Balinese_02.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_03,All_Breeds_Dataset/Balinese_images\Balinese_03.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_04,All_Breeds_Dataset/Balinese_images\Balinese_04.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_05,All_Breeds_Dataset/Balinese_images\Balinese_05.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_06,All_Breeds_Dataset/Balinese_images\Balinese_06.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_07,All_Breeds_Dataset/Balinese_images\Balinese_07.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_08,All_Breeds_Dataset/Balinese_images\Balinese_08.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_09,All_Breeds_Dataset/Balinese_images\Balinese_09.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_10,All_Breeds_Dataset/Balinese_images\Balinese_10.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_11,All_Breeds_Dataset/Balinese_images\Balinese_11.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_12,All_Breeds_Dataset/Balinese_images\Balinese_12.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_13,All_Breeds_Dataset/Balinese_images\Balinese_13.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_14,All_Breeds_Dataset/Balinese_images\Balinese_14.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_15,All_Breeds_Dataset/Balinese_images\Balinese_15.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_16,All_Breeds_Dataset/Balinese_images\Balinese_16.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_17,All_Breeds_Dataset/Balinese_images\Balinese_17.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_18,All_Breeds_Dataset/Balinese_images\Balinese_18.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_19,All_Breeds_Dataset/Balinese_images\Balinese_19.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_20,All_Breeds_Dataset/Balinese_images\Balinese_20.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_21,All_Breeds_Dataset/Balinese_images\Balinese_21.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_22,All_Breeds_Dataset/Balinese_images\Balinese_22.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_23,All_Breeds_Dataset/Balinese_images\Balinese_23.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_24,All_Breeds_Dataset/Balinese_images\Balinese_24.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_25,All_Breeds_Dataset/Balinese_images\Balinese_25.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_26,All_Breeds_Dataset/Balinese_images\Balinese_26.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_27,All_Breeds_Dataset/Balinese_images\Balinese_27.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_28,All_Breeds_Dataset/Balinese_images\Balinese_28.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_29,All_Breeds_Dataset/Balinese_images\Balinese_29.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_30,All_Breeds_Dataset/Balinese_images\Balinese_30.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_31,All_Breeds_Dataset/Balinese_images\Balinese_31.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_32,All_Breeds_Dataset/Balinese_images\Balinese_32.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_33,All_Breeds_Dataset/Balinese_images\Balinese_33.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_34,All_Breeds_Dataset/Balinese_images\Balinese_34.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_35,All_Breeds_Dataset/Balinese_images\Balinese_35.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_36,All_Breeds_Dataset/Balinese_images\Balinese_36.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_37,All_Breeds_Dataset/Balinese_images\Balinese_37.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_38,All_Breeds_Dataset/Balinese_images\Balinese_38.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_39,All_Breeds_Dataset/Balinese_images\Balinese_39.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_40,All_Breeds_Dataset/Balinese_images\Balinese_40.jpg,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_41,All_Breeds_Dataset/Balinese_images\Balinese_41.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_42,All_Breeds_Dataset/Balinese_images\Balinese_42.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_43,All_Breeds_Dataset/Balinese_images\Balinese_43.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_44,All_Breeds_Dataset/Balinese_images\Balinese_44.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_45,All_Breeds_Dataset/Balinese_images\Balinese_45.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_46,All_Breeds_Dataset/Balinese_images\Balinese_46.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_47,All_Breeds_Dataset/Balinese_images\Balinese_47.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_48,All_Breeds_Dataset/Balinese_images\Balinese_48.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_49,All_Breeds_Dataset/Balinese_images\Balinese_49.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_50,All_Breeds_Dataset/Balinese_images\Balinese_50.png,Balinese,Longhair,"Vocal, affectionate, active"
Balinese_51,All_Breeds_Dataset/Balinese_images\Balinese_51.png,Balinese,Longhair,"Vocal, affectionate, active"
Bengal_01,All_Breeds_Dataset/Bengal_images\Bengal_01.png,Bengal,Shorthair,Curious and athletic
Bengal_02,All_Breeds_Dataset/Bengal_images\Bengal_02.png,Bengal,Shorthair,Curious and athletic
Bengal_03,All_Breeds_Dataset/Bengal_images\Bengal_03.png,Bengal,Shorthair,Curious and athletic
Bengal_04,All_Breeds_Dataset/Bengal_images\Bengal_04.png,Bengal,Shorthair,Curious and athletic
Bengal_05,All_Breeds_Dataset/Bengal_images\Bengal_05.png,Bengal,Shorthair,Curious and athletic
Bengal_06,All_Breeds_Dataset/Bengal_images\Bengal_06.png,Bengal,Shorthair,Curious and athletic
Bengal_07,All_Breeds_Dataset/Bengal_images\Bengal_07.png,Bengal,Shorthair,Curious and athletic
Bengal_08,All_Breeds_Dataset/Bengal_images\Bengal_08.png,Bengal,Shorthair,Curious and athletic
Bengal_09,All_Breeds_Dataset/Bengal_images\Bengal_09.png,Bengal,Shorthair,Curious and athletic
Bengal_10,All_Breeds_Dataset/Bengal_images\Bengal_10.png,Bengal,Shorthair,Curious and athletic
Bengal_11,All_Breeds_Dataset/Bengal_images\Bengal_11.png,Bengal,Shorthair,Curious and athletic
Bengal_12,All_Breeds_Dataset/Bengal_images\Bengal_12.png,Bengal,Shorthair,Curious and athletic
Bengal_13,All_Breeds_Dataset/Bengal_images\Bengal_13.png,Bengal,Shorthair,Curious and athletic
Bengal_14,All_Breeds_Dataset/Bengal_images\Bengal_14.png,Bengal,Shorthair,Curious and athletic
Bengal_15,All_Breeds_Dataset/Bengal_images\Bengal_15.png,Bengal,Shorthair,Curious and athletic
Bengal_16,All_Breeds_Dataset/Bengal_images\Bengal_16.png,Bengal,Shorthair,Curious and athletic
Bengal_17,All_Breeds_Dataset/Bengal_images\Bengal_17.png,Bengal,Shorthair,Curious and athletic
Bengal_18,All_Breeds_Dataset/Bengal_images\Bengal_18.png,Bengal,Shorthair,Curious and athletic
Bengal_19,All_Breeds_Dataset/Bengal_images\Bengal_19.png,Bengal,Shorthair,Curious and athletic
Bengal_20,All_Breeds_Dataset/Bengal_images\Bengal_20.png,Bengal,Shorthair,Curious and athletic
Bengal_21,All_Breeds_Dataset/Bengal_images\Bengal_21.png,Bengal,Shorthair,Curious and athletic
Bengal_22,All_Breeds_Dataset/Bengal_images\Bengal_22.png,Bengal,Shorthair,Curious and athletic
Bengal_23,All_Breeds_Dataset/Bengal_images\Bengal_23.png,Bengal,Shorthair,Curious and athletic
Bengal_24,All_Breeds_Dataset/Bengal_images\Bengal_24.png,Bengal,Shorthair,Curious and athletic
Bengal_25,All_Breeds_Dataset/Bengal_images\Bengal_25.png,Bengal,Shorthair,Curious and athletic
Bengal_26,All_Breeds_Dataset/Bengal_images\Bengal_26.png,Bengal,Shorthair,Curious and athletic
Bengal_27,All_Breeds_Dataset/Bengal_images\Bengal_27.png,Bengal,Shorthair,Curious and athletic
Bengal_28,All_Breeds_Dataset/Bengal_images\Bengal_28.png,Bengal,Shorthair,Curious and athletic
Bengal_29,All_Breeds_Dataset/Bengal_images\Bengal_29.png,Bengal,Shorthair,Curious and athletic
Bengal_30,All_Breeds_Dataset/Bengal_images\Bengal_30.png,Bengal,Shorthair,Curious and athletic
Bengal_31,All_Breeds_Dataset/Bengal_images\Bengal_31.png,Bengal,Shorthair,Curious and athletic
Bengal_32,All_Breeds_Dataset/Bengal_images\Bengal_32.png,Bengal,Shorthair,Curious and athletic
Bengal_33,All_Breeds_Dataset/Bengal_images\Bengal_33.png,Bengal,Shorthair,Curious and athletic
Bengal_34,All_Breeds_Dataset/Bengal_images\Bengal_34.png,Bengal,Shorthair,Curious and athletic
Bengal_35,All_Breeds_Dataset/Bengal_images\Bengal_35.png,Bengal,Shorthair,Curious and athletic
Bengal_36,All_Breeds_Dataset/Bengal_images\Bengal_36.jpg,Bengal,Shorthair,Curious and athletic
Bengal_37,All_Breeds_Dataset/Bengal_images\Bengal_37.jpg,Bengal,Shorthair,Curious and athletic
Bengal_38,All_Breeds_Dataset/Bengal_images\Bengal_38.jpg,Bengal,Shorthair,Curious and athletic
Bengal_39,All_Breeds_Dataset/Bengal_images\Bengal_39.jpg,Bengal,Shorthair,Curious and athletic
Bengal_40,All_Breeds_Dataset/Bengal_images\Bengal_40.jpg,Bengal,Shorthair,Curious and athletic
Bengal_41,All_Breeds_Dataset/Bengal_images\Bengal_41.png,Bengal,Shorthair,Curious and athletic
Bengal_42,All_Breeds_Dataset/Bengal_images\Bengal_42.png,Bengal,Shorthair,Curious and athletic
Bengal_43,All_Breeds_Dataset/Bengal_images\Bengal_43.png,Bengal,Shorthair,Curious and athletic
Bengal_44,All_Breeds_Dataset/Bengal_images\Bengal_44.png,Bengal,Shorthair,Curious and athletic
Bengal_45,All_Breeds_Dataset/Bengal_images\Bengal_45.png,Bengal,Shorthair,Curious and athletic
Bengal_46,All_Breeds_Dataset/Bengal_images\Bengal_46.png,Bengal,Shorthair,Curious and athletic
Bengal_47,All_Breeds_Dataset/Bengal_images\Bengal_47.png,Bengal,Shorthair,Curious and athletic
Bengal_48,All_Breeds_Dataset/Bengal_images\Bengal_48.png,Bengal,Shorthair,Curious and athletic
Bengal_49,All_Breeds_Dataset/Bengal_images\Bengal_49.png,Bengal,Shorthair,Curious and athletic
Bengal_50,All_Breeds_Dataset/Bengal_images\Bengal_50.png,Bengal,Shorthair,Curious and athletic
Bengal_51,All_Breeds_Dataset/Bengal_images\Bengal_51.png,Bengal,Shorthair,Curious and athletic
Bengal_52,All_Breeds_Dataset/Bengal_images\Bengal_52.jpg,Bengal,Shorthair,Curious and athletic
Birman_01,All_Breeds_Dataset/Birman_images\Birman_01.png,Birman,Longhair,Sweet and affectionate
Birman_02,All_Breeds_Dataset/Birman_images\Birman_02.png,Birman,Longhair,Sweet and affectionate
Birman_03,All_Breeds_Dataset/Birman_images\Birman_03.png,Birman,Longhair,Sweet and affectionate
Birman_04,All_Breeds_Dataset/Birman_images\Birman_04.png,Birman,Longhair,Sweet and affectionate
Birman_05,All_Breeds_Dataset/Birman_images\Birman_05.png,Birman,Longhair,Sweet and affectionate
Birman_06,All_Breeds_Dataset/Birman_images\Birman_06.png,Birman,Longhair,Sweet and affectionate
Birman_07,All_Breeds_Dataset/Birman_images\Birman_07.png,Birman,Longhair,Sweet and affectionate
Birman_08,All_Breeds_Dataset/Birman_images\Birman_08.png,Birman,Longhair,Sweet and affectionate
Birman_09,All_Breeds_Dataset/Birman_images\Birman_09.png,Birman,Longhair,Sweet and affectionate
Birman_10,All_Breeds_Dataset/Birman_images\Birman_10.png,Birman,Longhair,Sweet and affectionate
Birman_11,All_Breeds_Dataset/Birman_images\Birman_11.png,Birman,Longhair,Sweet and affectionate
Birman_12,All_Breeds_Dataset/Birman_images\Birman_12.png,Birman,Longhair,Sweet and affectionate
Birman_13,All_Breeds_Dataset/Birman_images\Birman_13.png,Birman,Longhair,Sweet and affectionate
Birman_14,All_Breeds_Dataset/Birman_images\Birman_14.png,Birman,Longhair,Sweet and affectionate
Birman_15,All_Breeds_Dataset/Birman_images\Birman_15.png,Birman,Longhair,Sweet and affectionate
Birman_16,All_Breeds_Dataset/Birman_images\Birman_16.png,Birman,Longhair,Sweet and affectionate
Birman_17,All_Breeds_Dataset/Birman_images\Birman_17.png,Birman,Longhair,Sweet and affectionate
Birman_18,All_Breeds_Dataset/Birman_images\Birman_18.png,Birman,Longhair,Sweet and affectionate
Birman_19,All_Breeds_Dataset/Birman_images\Birman_19.png,Birman,Longhair,Sweet and affectionate
Birman_20,All_Breeds_Dataset/Birman_images\Birman_20.png,Birman,Longhair,Sweet and affectionate
Birman_21,All_Breeds_Dataset/Birman_images\Birman_21.png,Birman,Longhair,Sweet and affectionate
Birman_22,All_Breeds_Dataset/Birman_images\Birman_22.png,Birman,Longhair,Sweet and affectionate
